ARGS:Namespace(face_regions='[forehead,face_ISOV]', gpu_devices='1', lr=1e-05, num_epochs=50, rec_dir='../../results/scores_rec/region_fusion', seed=1, size='256', test_batch=1, train_batch=32)

epoch:0
0.8494368195533752,0.15056316554546356,[0]
0.7999787330627441,0.20002126693725586,[0]
0.9146034121513367,0.08539658784866333,[0]
0.839844286441803,0.16015571355819702,[0]
0.7605829238891602,0.23941710591316223,[0]
0.9727118015289307,0.02728826180100441,[0]
0.8391965627670288,0.1608034372329712,[0]
0.9359531402587891,0.06404684484004974,[0]
0.9569993019104004,0.043000660836696625,[0]
0.9347800016403198,0.06522005051374435,[0]
0.7437915205955505,0.2562084496021271,[1]
0.5999950170516968,0.4000050127506256,[1]
0.751814603805542,0.2481854408979416,[1]
0.6797293424606323,0.3202705979347229,[1]
0.8061167597770691,0.1938832551240921,[1]
0.4776681959629059,0.5223317742347717,[1]
0.6492526531219482,0.350747287273407,[1]
0.6890060305595398,0.3109939694404602,[1]
0.6872850060462952,0.31271499395370483,[1]
0.614484965801239,0.3855150043964386,[1]
0.5477429628372192,0.4522570073604584,[1]
0.5912724733352661,0.4087275266647339,[1]
0.507731556892395,0.49226847290992737,[1]
0.6400585174560547,0.3599415123462677,[1]
0.28650030493736267,0.7134996652603149,[1]
0.5416733026504517,0.4583267569541931,[1]
0.5672167539596558,0.4327832758426666,[1]
0.4745061695575714,0.525493860244751,[1]
0.6607953310012817,0.3392046093940735,[1]
0.3243941366672516,0.675605833530426,[1]
0.8944950103759766,0.10550502687692642,[1]
0.5869728326797485,0.41302722692489624,[1]
0.8274731040000916,0.17252688109874725,[1]
0.9142268300056458,0.08577319979667664,[1]
0.8411023616790771,0.15889769792556763,[1]
0.8197993040084839,0.1802007257938385,[1]
0.6595085859298706,0.3404914438724518,[1]
0.6636512875556946,0.3363487422466278,[1]
0.4511547088623047,0.5488453507423401,[1]
0.5764180421829224,0.42358195781707764,[1]
0.656965970993042,0.343034029006958,[0]
0.7250896692276001,0.2749103307723999,[0]
0.6415281295776367,0.35847190022468567,[0]
0.5803616642951965,0.41963833570480347,[0]
0.5396235585212708,0.46037641167640686,[0]
0.6790414452552795,0.32095852494239807,[1]
0.5739611983299255,0.4260387718677521,[1]
